INFO: setting server port as: 2222
INFO: Waiting for incoming connection...
Worker ID: 0 
[#WORKER#] 356450.289391 Worker Thread Alive!
T0 R0:356450.288468,0.025075,356450.290590,0.000000,356450.318093
T0 R1:356450.390586,0.080083,356450.390655,0.000000,356450.470867
T0 R2:356450.475581,0.011004,356450.475626,0.000000,356450.486659
T0 R3:356450.610452,0.073100,356450.610541,0.000000,356450.683761
T0 R4:356450.633206,0.040368,356450.651062,0.000000,356450.724255
T0 R5:356450.651307,0.049560,356450.651340,0.000000,356450.773951
T0 R6:356450.687390,0.036016,356450.687428,0.000000,356450.810118
T0 R7:356450.712696,0.123963,356450.724363,0.000000,356450.934117
T0 R8:356450.881775,0.063168,356450.881885,0.000000,356450.997479
T0 R9:356450.938000,0.046693,356450.938062,0.000000,356451.044290
T0 R10:356450.946671,0.013912,356450.946708,0.000000,356451.058278
T0 R11:356450.947631,0.081527,356450.947672,0.000000,356451.139880
T0 R12:356450.955866,0.025620,356450.955909,0.000000,356451.165640
T0 R13:356450.965360,0.005760,356450.965404,0.000000,356451.171434
T0 R14:356450.973109,0.012311,356450.973147,0.000000,356451.183812
T0 R15:356451.353045,0.091352,356451.353192,0.000000,356451.444602
T0 R16:356451.393132,0.017551,356451.394062,0.000000,356451.462314
T0 R17:356451.445850,0.037147,356451.445897,0.000000,356451.499507
T0 R18:356451.502356,0.180181,356451.502524,0.000000,356451.682759
T0 R19:356451.540253,0.073780,356451.540293,0.000000,356451.756672
T0 R20:356451.559526,0.073465,356451.581080,0.000000,356451.830242
T0 R21:356451.601144,0.111064,356451.601199,0.000000,356451.941434
T0 R22:356451.629613,0.021729,356451.629653,0.000000,356451.963276
T0 R23:356451.648156,0.125682,356451.648201,0.000000,356452.089068
X35:356452.186017,0.002004,356452.186063
X36:356452.228201,0.134291,356452.228237
T0 R24:356451.739873,0.149118,356451.739995,0.000000,356452.238375
T0 R25:356451.743997,0.004499,356451.756734,0.000000,356452.242942
T0 R26:356451.785579,0.054417,356451.798080,0.000000,356452.297441
T0 R27:356451.797484,0.021454,356451.798089,0.000000,356452.318944
T0 R28:356451.920326,0.001011,356451.920407,0.000000,356452.320034
T0 R29:356451.924096,0.003259,356451.941503,0.000000,356452.323315
T0 R30:356451.958114,0.176396,356451.963386,0.000000,356452.499738
T0 R31:356451.973277,0.095164,356452.005115,0.000000,356452.595029
T0 R32:356452.102475,0.038800,356452.102525,0.000000,356452.633883
T0 R33:356452.119755,0.071408,356452.119801,0.000000,356452.705343
T0 R34:356452.145971,0.055089,356452.146075,0.000000,356452.760522
T0 R37:356452.260215,0.063819,356452.260254,0.000000,356452.824443
T0 R38:356452.408663,0.067073,356452.408723,0.000000,356452.891605
T0 R39:356452.427304,0.021852,356452.449069,0.000000,356452.913543
T0 R40:356452.484093,0.009075,356452.484178,0.000000,356452.922691
T0 R41:356452.548843,0.106045,356452.548890,0.000000,356453.028808
T0 R42:356452.581120,0.020049,356452.589081,0.000000,356453.048973
T0 R43:356452.679350,0.111921,356452.679417,0.000000,356453.160924
T0 R44:356452.693857,0.058025,356452.705418,0.000000,356453.219043
T0 R45:356452.717840,0.044414,356452.747123,0.000000,356453.263578
T0 R46:356452.891990,0.097835,356452.892051,0.000000,356453.361461
T0 R47:356452.951614,0.128831,356452.951771,0.000000,356453.490374
T0 R48:356452.983905,0.084307,356452.984088,0.000000,356453.574804
X60:356453.585371,0.006738,356453.616075
X61:356453.591441,0.071455,356453.616121
X62:356453.629476,0.136671,356453.629524
T0 R49:356453.012247,0.120940,356453.024109,0.000000,356453.695821
T0 R50:356453.076326,0.012156,356453.076381,0.000000,356453.708050
T0 R51:356453.112960,0.126367,356453.117064,0.000000,356453.834450
T0 R52:356453.279717,0.106458,356453.279780,0.000000,356453.941153
T0 R53:356453.288653,0.028278,356453.288695,0.000000,356453.969533
T0 R54:356453.345654,0.016499,356453.345741,0.000000,356453.986223
T0 R55:356453.399456,0.018369,356453.399533,0.000000,356454.004629
T0 R56:356453.485258,0.012816,356453.485327,0.000000,356454.017482
T0 R57:356453.518239,0.016164,356453.518277,0.000000,356454.033670
T0 R58:356453.529815,0.026936,356453.559091,0.000000,356454.060692
X73:356454.116205,0.065961,356454.116238
T0 R59:356453.574997,0.118652,356453.575056,0.000000,356454.180300
T0 R63:356453.861943,0.024160,356453.862012,0.000000,356454.204520
T0 R64:356453.926094,0.022996,356453.926140,0.000000,356454.227559
T0 R65:356454.003116,0.013215,356454.003163,0.000000,356454.240873
T0 R66:356454.022503,0.014013,356454.022612,0.000000,356454.254912
T0 R67:356454.071362,0.065866,356454.071459,0.000000,356454.320801
T0 R68:356454.080643,0.078866,356454.112077,0.000000,356454.399790
X81:356454.453375,0.008587,356454.453429
X82:356454.456375,0.011428,356454.456402
T0 R69:356454.088111,0.068339,356454.112083,0.000000,356454.468204
T0 R70:356454.098088,0.149891,356454.112085,0.000000,356454.618139
T0 R71:356454.102407,0.036862,356454.112086,0.000000,356454.655148
T0 R72:356454.105416,0.013726,356454.112087,0.000000,356454.668925
T0 R74:356454.205050,0.171180,356454.205095,0.000000,356454.840144
T0 R75:356454.264475,0.071301,356454.264514,0.000000,356454.911547
T0 R76:356454.321194,0.007246,356454.321253,0.000000,356454.918909
T0 R77:356454.326693,0.004073,356454.362075,0.000000,356454.923097
T0 R78:356454.367523,0.011449,356454.367653,0.000000,356454.934592
T0 R79:356454.371588,0.085650,356454.371640,0.000000,356455.020274
T0 R80:356454.406010,0.070444,356454.406035,0.000000,356455.090754
T0 R83:356455.120564,0.006703,356455.120619,0.000000,356455.127354
T0 R84:356455.243298,0.002779,356455.243376,0.000000,356455.246285
T0 R85:356455.583336,0.003754,356455.583406,0.000000,356455.587201
T0 R86:356455.697080,0.128242,356455.697219,0.000000,356455.825518
T0 R87:356455.697433,0.009945,356455.738063,0.000000,356455.835603
T0 R88:356455.747558,0.024854,356455.747580,0.000000,356455.860496
T0 R89:356455.757491,0.085655,356455.757529,0.000000,356455.946191
T0 R90:356455.893293,0.040202,356455.893484,0.000000,356455.986532
T0 R91:356455.918150,0.030127,356455.918213,0.000000,356456.016742
T0 R92:356455.966317,0.005248,356455.966443,0.000000,356456.022054
T0 R93:356456.030988,0.070795,356456.031042,0.000000,356456.101867
T0 R94:356456.073080,0.242864,356456.073112,0.000000,356456.344791
T0 R95:356456.093275,0.105029,356456.093310,0.000000,356456.449985
T0 R96:356456.141121,0.049566,356456.141164,0.000000,356456.499677
