INFO: setting server port as: 2222
INFO: Waiting for incoming connection...
Worker ID: 0 
Worker ID: [#WORKER#] 1 
Worker ID: 2 
[#WORKER#] 337255.200452Worker ID: 3 
[#WORKER#]  Worker Thread Alive!
337255.204027 Worker Thread Alive!
[#WORKER#] 337255.204620 Worker Thread Alive!
337255.204300 Worker Thread Alive!
T0 R0:337255.199584,0.025075,337255.205398,0.000000,337255.230795
T3 R2:337255.290769,0.011004,337255.290817,0.000000,337255.301894
T1 R1:337255.249392,0.080083,337255.249443,0.000000,337255.329620
T2 R3:337255.356404,0.073100,337255.356467,0.000000,337255.429612
T3 R6:337255.393904,0.036016,337255.397110,0.000000,337255.433161
T0 R4:337255.367494,0.040368,337255.397085,0.000000,337255.437491
T1 R5:337255.376311,0.049560,337255.397102,0.000000,337255.446703
T1 R10:337255.520042,0.013912,337255.529088,0.000000,337255.543031
T3 R8:337255.488437,0.063168,337255.488498,0.000000,337255.551699
T2 R7:337255.406195,0.123963,337255.406252,0.000000,337255.553712
T2 R13:337255.529151,0.005760,337255.529204,0.000000,337255.559556
T2 R14:337255.532943,0.012311,337255.533030,0.000000,337255.571906
T0 R9:337255.515782,0.046693,337255.529077,0.000000,337255.575801
T3 R12:337255.524530,0.025620,337255.529097,0.000000,337255.577355
T1 R11:337255.520524,0.081527,337255.529094,0.000000,337255.624645
T0 R16:337255.737346,0.017551,337255.758092,0.000000,337255.775681
T3 R17:337255.763013,0.037147,337255.763107,0.000000,337255.800283
T2 R15:337255.717817,0.091352,337255.717887,0.000000,337255.809282
T0 R19:337255.808929,0.073780,337255.808982,0.000000,337255.882800
T3 R20:337255.818333,0.073465,337255.818381,0.000000,337255.891881
T0 R22:337255.852446,0.021729,337255.859088,0.000000,337255.904608
T2 R21:337255.838595,0.111064,337255.859067,0.000000,337255.970178
T1 R18:337255.790485,0.180181,337255.790538,0.000000,337255.970758
T2 R25:337255.908070,0.004499,337255.908140,0.000000,337255.974780
T2 R27:337255.934089,0.021454,337255.949075,0.000000,337255.996271
T2 R28:337255.993840,0.001011,337255.993913,0.000000,337255.997331
T2 R29:337255.995697,0.003259,337255.995758,0.000000,337256.000614
T3 R23:337255.861472,0.125682,337255.861545,0.000000,337256.017614
T1 R26:337255.928296,0.054417,337255.949055,0.000000,337256.025250
T0 R24:337255.906065,0.149118,337255.906136,0.000000,337256.055282
T3 R31:337256.019662,0.095164,337256.019706,0.000000,337256.114897
T1 R32:337256.082553,0.038800,337256.082671,0.000000,337256.121506
T1 R35:337256.123194,0.002004,337256.123236,0.000000,337256.125275
T0 R34:337256.103749,0.055089,337256.114985,0.000000,337256.170107
T3 R33:337256.091010,0.071408,337256.114967,0.000000,337256.186419
T2 R30:337256.012270,0.176396,337256.012319,0.000000,337256.188757
T0 R37:337256.159410,0.063819,337256.170195,0.000000,337256.234036
T2 R39:337256.240701,0.021852,337256.240738,0.000000,337256.262629
T0 R40:337256.268348,0.009075,337256.268384,0.000000,337256.277481
T1 R36:337256.143796,0.134291,337256.143862,0.000000,337256.278210
T3 R38:337256.231623,0.067073,337256.231656,0.000000,337256.298765
T0 R42:337256.315591,0.020049,337256.315635,0.000000,337256.335724
T2 R41:337256.299851,0.106045,337256.299914,0.000000,337256.405987
T0 R45:337256.382148,0.044414,337256.404065,0.000000,337256.448506
T3 R44:337256.370472,0.058025,337256.404049,0.000000,337256.462109
T1 R43:337256.363411,0.111921,337256.363443,0.000000,337256.475460
T2 R46:337256.466879,0.097835,337256.466915,0.000000,337256.564774
T2 R50:337256.556473,0.012156,337256.556518,0.000000,337256.576967
T1 R48:337256.511541,0.084307,337256.536042,0.000000,337256.620402
T0 R47:337256.495854,0.128831,337256.495887,0.000000,337256.624811
T3 R49:337256.525294,0.120940,337256.536058,0.000000,337256.657078
T0 R53:337256.659831,0.028278,337256.659903,0.000000,337256.688505
T2 R51:337256.574312,0.126367,337256.574365,0.000000,337256.703398
T3 R54:337256.687577,0.016499,337256.688567,0.000000,337256.705099
T0 R55:337256.713785,0.018369,337256.713845,0.000000,337256.732252
T1 R52:337256.655472,0.106458,337256.655536,0.000000,337256.762072
T2 R56:337256.755517,0.012816,337256.755552,0.000000,337256.768399
T3 R57:337256.771554,0.016164,337256.771609,0.000000,337256.787799
T0 R58:337256.777195,0.026936,337256.777219,0.000000,337256.804182
T2 R60:337256.804265,0.006738,337256.804306,0.000000,337256.811073
T2 R61:337256.807249,0.071455,337256.811117,0.000000,337256.882591
T1 R59:337256.799198,0.118652,337256.799311,0.000000,337256.918010
T3 R63:337256.938855,0.024160,337256.938899,0.000000,337256.963096
T0 R62:337256.825760,0.136671,337256.852067,0.000000,337256.988773
T2 R64:337256.970067,0.022996,337256.970119,0.000000,337256.993143
T1 R65:337257.007543,0.013215,337257.007595,0.000000,337257.020838
T3 R66:337257.017018,0.014013,337257.017073,0.000000,337257.031128
T0 R67:337257.040805,0.065866,337257.040860,0.000000,337257.106757
T2 R68:337257.045301,0.078866,337257.045332,0.000000,337257.124232
T2 R72:337257.057405,0.013726,337257.086089,0.000000,337257.137989
T0 R71:337257.055928,0.036862,337257.086087,0.000000,337257.143663
T3 R69:337257.048958,0.068339,337257.086063,0.000000,337257.154511
T2 R73:337257.062661,0.065961,337257.086097,0.000000,337257.204033
T2 R76:337257.162461,0.007246,337257.162525,0.000000,337257.211322
T2 R77:337257.165162,0.004073,337257.165201,0.000000,337257.215427
T3 R75:337257.134848,0.071301,337257.134909,0.000000,337257.225841
T2 R78:337257.185068,0.011449,337257.204062,0.000000,337257.227000
T1 R70:337257.053815,0.149891,337257.086081,0.000000,337257.236066
T1 R81:337257.226894,0.008587,337257.226999,0.000000,337257.244705
T1 R82:337257.228438,0.011428,337257.228493,0.000000,337257.256158
T2 R80:337257.203800,0.070444,337257.204067,0.000000,337257.297497
T3 R79:337257.187050,0.085650,337257.204064,0.000000,337257.311540
T0 R74:337257.105909,0.171180,337257.105985,0.000000,337257.314872
T1 R83:337257.551608,0.006703,337257.551694,0.000000,337257.558448
T2 R84:337257.611336,0.002779,337257.611393,0.000000,337257.614206
T3 R85:337257.776750,0.003754,337257.776800,0.000000,337257.780596
T1 R87:337257.832300,0.009945,337257.873095,0.000000,337257.883083
T3 R88:337257.856735,0.024854,337257.873109,0.000000,337257.898013
T2 R89:337257.861575,0.085655,337257.873118,0.000000,337257.958869
T0 R86:337257.832082,0.128242,337257.832231,0.000000,337257.960525
T1 R90:337257.927603,0.040202,337257.927643,0.000000,337257.967873
T2 R92:337257.963126,0.005248,337257.963164,0.000000,337257.968432
T3 R91:337257.939697,0.030127,337257.958945,0.000000,337257.989182
T0 R93:337257.994620,0.070795,337257.994651,0.000000,337258.065482
T3 R96:337258.048226,0.049566,337258.056087,0.000000,337258.105678
T0 R97:337258.085487,0.068877,337258.085539,0.000000,337258.154473
T2 R95:337258.024954,0.105029,337258.056076,0.000000,337258.161136
T3 R98:337258.086502,0.129765,337258.105741,0.000000,337258.235533
T0 R99:337258.134938,0.088904,337258.147116,0.000000,337258.243417
T1 R94:337258.015113,0.242864,337258.015223,0.000000,337258.258114
T2 R100:337258.190849,0.068092,337258.190911,0.000000,337258.259031
T0 R102:337258.359158,0.034384,337258.359220,0.000000,337258.393654
T2 R104:337258.393797,0.004006,337258.393837,0.000000,337258.397894
T0 R105:337258.453281,0.014254,337258.453342,0.000000,337258.467649
T1 R103:337258.388921,0.088601,337258.389058,0.000000,337258.477699
T2 R106:337258.481693,0.013012,337258.481732,0.000000,337258.494786
T3 R101:337258.295904,0.205511,337258.295967,0.000000,337258.501525
T0 R107:337258.508576,0.019053,337258.508661,0.000000,337258.527789
T1 R108:337258.541252,0.013161,337258.541310,0.000000,337258.554507
T2 R109:337258.552090,0.050130,337258.552127,0.000000,337258.602361
T3 R110:337258.554201,0.052653,337258.554577,0.000000,337258.607255
T2 R113:337258.589313,0.006011,337258.596423,0.000000,337258.608429
T1 R112:337258.580417,0.039495,337258.596413,0.000000,337258.635940
T3 R114:337258.623671,0.044891,337258.623710,0.000000,337258.668648
T2 R115:337258.640943,0.029975,337258.640984,0.000000,337258.671007
T3 R117:337258.730164,0.000162,337258.760056,0.000000,337258.760261
T3 R119:337258.757053,0.013322,337258.760087,0.000000,337258.773644
T0 R111:337258.561074,0.177832,337258.596405,0.000000,337258.774260
T2 R118:337258.745602,0.045625,337258.760065,0.000000,337258.805731
T1 R116:337258.719043,0.094090,337258.719079,0.000000,337258.813260
T3 R120:337258.805492,0.032981,337258.805537,0.000000,337258.838648
T0 R121:337258.835961,0.018189,337258.836073,0.000000,337258.854297
T2 R122:337258.853783,0.010079,337258.853824,0.000000,337258.863936
