INFO: setting server port as: 3000
INFO: Waiting for incoming connection...
[#WORKER#] 1695841800.903365 Worker Thread Alive!
R83:226650.297957,0.013407,226650.298018,226650.311427
R84:226650.665953,0.005557,226650.666064,226650.671627
[#WORKER#] 1695841815.913364 Still Alive!
R85:226651.685950,0.007508,226651.686095,226651.693610
R86:226652.026829,0.256485,226652.026877,226652.283370
R87:226652.027579,0.019891,226652.283563,226652.303456
R88:226652.177814,0.049707,226652.303524,226652.353235
R89:226652.207558,0.171311,226652.353305,226652.524621
R90:226652.614648,0.080405,226652.614705,226652.695112
R91:226652.688869,0.060253,226652.695355,226652.755610
[#WORKER#] 1695841817.914232 Still Alive!
R92:226652.833290,0.010496,226652.833357,226652.843855
R93:226653.027158,0.141590,226653.027226,226653.168820
R94:226653.153355,0.485729,226653.168892,226653.654629
R95:226653.213901,0.210057,226653.654806,226653.864866
R96:226653.357377,0.099131,226653.864971,226653.964109
R97:226653.587081,0.137754,226653.964297,226654.102056
R98:226653.593169,0.259530,226654.102193,226654.361725
R99:226653.891745,0.177808,226654.361819,226654.539629
R100:226654.236123,0.136184,226654.539719,226654.675910
[#WORKER#] 1695841819.914910 Still Alive!
R101:226654.883594,0.411021,226654.883716,226655.294745
R102:226655.273236,0.068768,226655.294833,226655.363605
R103:226655.456533,0.177203,226655.456651,226655.633862
R104:226655.486460,0.008012,226655.634024,226655.642037
R105:226655.852803,0.028508,226655.852859,226655.881370
R106:226656.027726,0.026024,226656.027799,226656.053829
R107:226656.193278,0.038107,226656.193350,226656.231460
R108:226656.394372,0.026322,226656.394432,226656.420758
R109:226656.460886,0.100259,226656.460945,226656.561208
R110:226656.473794,0.105306,226656.561321,226656.666629
[#WORKER#] 1695841821.919727 Still Alive!
R111:226656.516024,0.355665,226656.666703,226657.022370
R112:226656.635204,0.078989,226657.022450,226657.101446
R113:226656.690016,0.012023,226657.101537,226657.113561
R114:226656.901808,0.089781,226657.113600,226657.203382
R115:226657.008181,0.059951,226657.203447,226657.263398
R116:226657.489609,0.188180,226657.489658,226657.677842
R117:226657.557989,0.000324,226657.677961,226657.678285
R118:226657.653027,0.091250,226657.678370,226657.769620
R119:226657.723565,0.026643,226657.769650,226657.796294
R120:226658.022140,0.065962,226658.022184,226658.088148
R121:226658.209778,0.036378,226658.209842,226658.246222
R122:226658.319456,0.020157,226658.319492,226658.339651
R123:226658.527022,0.004172,226658.527060,226658.531234
R124:226658.689167,0.119067,226658.689285,226658.808355
[#WORKER#] 1695841823.921955 Still Alive!
R125:226658.778333,0.101512,226658.808442,226658.909958
R126:226658.965182,0.020410,226658.965238,226658.985651
R127:226659.036311,0.098660,226659.036392,226659.135259
R128:226659.192924,0.039805,226659.192975,226659.232783
R129:226659.411650,0.022591,226659.411708,226659.434301
R130:226659.636565,0.115441,226659.636677,226659.752126
R131:226660.059521,0.029742,226660.059552,226660.089295
R132:226660.236021,0.009172,226660.236055,226660.245228
R133:226660.362756,0.209870,226660.362794,226660.572668
R134:226660.413084,0.009843,226660.572776,226660.582620
R135:226660.606254,0.044879,226660.606287,226660.651169
R136:226660.625975,0.089946,226660.651252,226660.741200
R137:226660.769334,0.034077,226660.769383,226660.803465
[#WORKER#] 1695841825.922013 Still Alive!
R138:226660.952467,0.034021,226660.952532,226660.986557
R139:226661.201734,0.021041,226661.201866,226661.222914
R140:226661.268481,0.000358,226661.268542,226661.268903
R141:226661.961606,0.040269,226661.961671,226662.001943
R142:226662.254547,0.057358,226662.254766,226662.312131
R143:226662.289418,0.251245,226662.312210,226662.563460
[#WORKER#] 1695841827.923462 Still Alive!
R144:226662.820362,0.120090,226662.820407,226662.940499
R145:226663.061718,0.115768,226663.061798,226663.177571
R146:226663.083325,0.148843,226663.177663,226663.326510
R147:226663.164105,0.248019,226663.326629,226663.574654
R148:226663.641818,0.022759,226663.641951,226663.664717
R149:226663.971981,0.079417,226663.972139,226664.051560
R150:226664.235214,0.235317,226664.235336,226664.470662
R151:226664.294215,0.207131,226664.470787,226664.677920
R152:226664.695047,0.085849,226664.695129,226664.780982
[#WORKER#] 1695841829.927793 Still Alive!
R153:226664.810045,0.032008,226664.810114,226664.842128
R154:226664.839733,0.067806,226664.842194,226664.910008
R155:226665.173056,0.189009,226665.173124,226665.362138
R156:226665.276977,0.034397,226665.362238,226665.396637
R157:226665.391242,0.115258,226665.396681,226665.511940
R158:226665.424434,0.014973,226665.511973,226665.526946
R159:226665.641173,0.067810,226665.641222,226665.709033
R160:226665.795216,0.128827,226665.795263,226665.924095
R161:226666.098753,0.025098,226666.098791,226666.123892
R162:226666.131500,0.012926,226666.131534,226666.144461
R163:226666.246590,0.044698,226666.246634,226666.291334
R164:226666.271426,0.268671,226666.291407,226666.560085
R165:226666.336904,0.097311,226666.560294,226666.657607
[#WORKER#] 1695841831.928065 Still Alive!
R166:226666.735481,0.170445,226666.735520,226666.905970
R167:226667.037761,0.040793,226667.037881,226667.078677
R168:226667.152165,0.107538,226667.152300,226667.259849
R169:226667.235881,0.029963,226667.259949,226667.289915
R170:226667.392432,0.007531,226667.392508,226667.400041
R171:226667.419831,0.104187,226667.419884,226667.524078
R172:226667.438901,0.034006,226667.524144,226667.558151
R173:226667.514268,0.009557,226667.558183,226667.567741
R174:226667.581420,0.272562,226667.581491,226667.854058
R175:226667.674394,0.030851,226667.854165,226667.885018
R176:226667.820493,0.143455,226667.885083,226668.028541
R177:226667.999805,0.017111,226668.028628,226668.045740
R178:226668.111285,0.098261,226668.111344,226668.209608
R179:226668.469012,0.023300,226668.469155,226668.492460
R180:226668.590606,0.055547,226668.590641,226668.646192
R181:226668.726625,0.050152,226668.726823,226668.776977
[#WORKER#] 1695841833.928206 Still Alive!
R182:226669.022076,0.039455,226669.022227,226669.061686
R183:226669.068845,0.101792,226669.068893,226669.170688
R184:226669.286796,0.041286,226669.286910,226669.328204
R185:226669.985200,0.014627,226669.985306,226669.999937
R186:226670.365129,0.000542,226670.365221,226670.365768
R187:226670.453385,0.148893,226670.453423,226670.602318
R188:226670.708340,0.012179,226670.708398,226670.720580
[#WORKER#] 1695841835.928910 Still Alive!
R189:226670.766366,0.127656,226670.766419,226670.894080
R190:226671.100844,0.059621,226671.100914,226671.160540
R191:226671.109301,0.123069,226671.160685,226671.283757
R192:226671.826511,0.064225,226671.826633,226671.890865
R193:226671.866109,0.009863,226671.890958,226671.900822
R194:226672.200196,0.048272,226672.200306,226672.248583
R195:226672.217778,0.107037,226672.248732,226672.355776
R196:226672.277677,0.014122,226672.355884,226672.370013
R197:226672.553758,0.005490,226672.553842,226672.559337
R198:226672.562654,0.151808,226672.562685,226672.714497
R199:226672.664703,0.058440,226672.714669,226672.773113
[#WORKER#] 1695841837.929494 Still Alive!
R200:226672.861090,0.089071,226672.861158,226672.950236
R201:226672.882291,0.075481,226672.950357,226673.025846
R202:226673.026371,0.044929,226673.026438,226673.071369
R203:226673.177111,0.219574,226673.177218,226673.396799
R204:226673.237670,0.018611,226673.396926,226673.415539
R205:226673.345657,0.074601,226673.417301,226673.491905
R206:226673.502523,0.090683,226673.502656,226673.593345
R207:226673.663398,0.177083,226673.663484,226673.840574
R208:226673.707828,0.010407,226673.840721,226673.851129
R209:226673.720008,0.018591,226673.851166,226673.869758
R210:226674.148981,0.025553,226674.149136,226674.174694
R211:226674.258629,0.034366,226674.258683,226674.293052
R212:226674.550943,0.210601,226674.551057,226674.761664
[#WORKER#] 1695841839.932760 Still Alive!
R213:226674.624722,0.168691,226674.761773,226674.930466
R214:226674.695124,0.003700,226674.930536,226674.934238
R215:226674.874576,0.150624,226674.934270,226675.084907
R216:226674.924274,0.180852,226675.085141,226675.266009
R217:226675.088246,0.024976,226675.266080,226675.291057
R218:226675.149710,0.094789,226675.291084,226675.385876
R219:226675.186532,0.112272,226675.385967,226675.498241
R220:226675.205933,0.127105,226675.498321,226675.625428
R221:226675.460070,0.051281,226675.625511,226675.676795
R222:226675.497404,0.056918,226675.676888,226675.733808
R223:226675.560704,0.048735,226675.733872,226675.782608
R224:226675.604552,0.016809,226675.782668,226675.799478
R225:226675.731468,0.001469,226675.799511,226675.800980
R226:226675.866636,0.048154,226675.866684,226675.914841
R227:226675.946423,0.133715,226675.946458,226676.080177
R228:226676.007220,0.104885,226676.080241,226676.185129
R229:226676.057579,0.252063,226676.185231,226676.437301
R230:226676.191578,0.165960,226676.437403,226676.603366
R231:226676.384677,0.037389,226676.603474,226676.640865
R232:226676.584229,0.000602,226676.640910,226676.641512
[#WORKER#] 1695841841.933133 Still Alive!
R233:226676.757358,0.185732,226676.757513,226676.943248
R234:226676.884365,0.102916,226676.943311,226677.046233
R235:226677.045038,0.051201,226677.046322,226677.097527
R236:226677.166971,0.126893,226677.167063,226677.293965
R237:226677.242085,0.113262,226677.294205,226677.407471
R238:226677.511976,0.003345,226677.512032,226677.515378
R239:226677.539660,0.115748,226677.539709,226677.655459
R240:226677.550628,0.096485,226677.655536,226677.752022
R241:226677.585279,0.083894,226677.752089,226677.835985
R242:226677.786135,0.000573,226677.836072,226677.836645
R243:226677.786347,0.030323,226677.836665,226677.866989
R244:226677.847085,0.194880,226677.867032,226678.061917
R245:226678.024714,0.041757,226678.062014,226678.103772
R246:226678.058080,0.211204,226678.103812,226678.315022
R247:226678.241571,0.037576,226678.315102,226678.352681
R248:226678.418261,0.020612,226678.418468,226678.439085
[#WORKER#] 1695841843.933269 Still Alive!
R249:226678.778903,0.070009,226678.778977,226678.848990
R250:226678.807463,0.112594,226678.849053,226678.961650
R251:226679.101832,0.021209,226679.101927,226679.123140
R252:226679.492819,0.122440,226679.492937,226679.615383
R253:226679.576528,0.079274,226679.615500,226679.694785
R254:226679.915277,0.269540,226679.915364,226680.184909
R255:226680.139238,0.261150,226680.185066,226680.446223
R256:226680.183517,0.270935,226680.446358,226680.717303
R257:226680.317236,0.080423,226680.717529,226680.797958
[#WORKER#] 1695841845.937126 Still Alive!
R258:226680.430986,0.160767,226680.798182,226680.958956
R259:226680.897554,0.090263,226680.959153,226681.049420
R260:226681.178108,0.536018,226681.178234,226681.714260
R261:226681.356661,0.039236,226681.714400,226681.753638
R262:226681.814518,0.088954,226681.814598,226681.903557
R263:226682.160335,0.142430,226682.160511,226682.302950
R264:226682.329687,0.158431,226682.329722,226682.488158
R265:226682.578663,0.092730,226682.578696,226682.671435
R266:226682.629550,0.018267,226682.671613,226682.689882
[#WORKER#] 1695841847.938022 Still Alive!
R267:226682.735697,0.200311,226682.735893,226682.936209
R268:226683.000351,0.109188,226683.000522,226683.109717
R269:226683.344380,0.094670,226683.344452,226683.439126
R270:226683.433098,0.103733,226683.439193,226683.542928
R271:226683.584585,0.016057,226683.584640,226683.600700
R272:226683.713542,0.003352,226683.713620,226683.716975
R273:226683.857794,0.073012,226683.857835,226683.930851
R274:226684.059040,0.072371,226684.059203,226684.131579
R275:226684.357065,0.067297,226684.357236,226684.424539
R276:226684.377058,0.004972,226684.424641,226684.429614
R277:226684.496114,0.048558,226684.496160,226684.544720
R278:226684.776894,0.060170,226684.776999,226684.837199
[#WORKER#] 1695841849.939078 Still Alive!
R279:226684.946262,0.053286,226684.946387,226684.999696
R280:226684.972263,0.052217,226684.999896,226685.052116
R281:226685.019593,0.126442,226685.052226,226685.178674
R282:226685.022554,0.167636,226685.178758,226685.346399
R283:226685.164768,0.059193,226685.346456,226685.405664
R284:226685.310498,0.533184,226685.405881,226685.939067
R285:226685.418684,0.007716,226685.939157,226685.946874
R286:226685.428795,0.090951,226685.946899,226686.037857
R287:226685.599484,0.024819,226686.037971,226686.062791
R288:226685.641486,0.257063,226686.062832,226686.319904
R289:226685.807372,0.062148,226686.320058,226686.382210
R290:226686.030655,0.190104,226686.382334,226686.572440
[#WORKER#] 1695841851.942007 Still Alive!
R291:226686.126932,0.297418,226686.572507,226686.869927
R292:226686.635396,0.145678,226686.869991,226687.015677
R293:226687.017691,0.076947,226687.017733,226687.094683
R294:226687.085405,0.064923,226687.094751,226687.159679
R295:226687.126696,0.062768,226687.159751,226687.222521
R296:226687.625486,0.341967,226687.625602,226687.967581
R297:226687.985077,0.061256,226687.985112,226688.046375
R298:226688.019018,0.145435,226688.046451,226688.191889
R299:226688.271643,0.029785,226688.271704,226688.301494
[#WORKER#] 1695841853.945382 Still Alive!
R300:226688.663718,0.331057,226688.663886,226688.994952
R301:226688.902835,0.051480,226688.995085,226689.046567
R302:226688.970121,0.080844,226689.046622,226689.127308
R303:226689.107309,0.021199,226689.127373,226689.148573
R304:226689.269626,0.044645,226689.269766,226689.314417
R305:226689.378075,0.248318,226689.378131,226689.626454
R306:226689.554982,0.093278,226689.626574,226689.719854
R307:226689.594471,0.011628,226689.719930,226689.731559
R308:226689.928824,0.022190,226689.928987,226689.951183
R309:226690.006857,0.089819,226690.006900,226690.096722
R310:226690.180276,0.090718,226690.180375,226690.271097
R311:226690.368551,0.082296,226690.368705,226690.451013
R312:226690.378746,0.027790,226690.451140,226690.478932
R313:226690.517061,0.042135,226690.517151,226690.559293
R314:226690.520338,0.257298,226690.559472,226690.816775
[#WORKER#] 1695841855.950145 Still Alive!
R315:226690.521879,0.147266,226690.816944,226690.964212
R316:226690.675296,0.270714,226690.964275,226691.234993
R317:226691.039048,0.059417,226691.235085,226691.294504
R318:226691.070768,0.158587,226691.294552,226691.453148
R319:226691.182301,0.337207,226691.453293,226691.790504
R320:226691.352237,0.034657,226691.790602,226691.825261
R321:226691.380443,0.045575,226691.825314,226691.870891
R322:226691.736970,0.137689,226691.870979,226692.008671
R323:226692.119916,0.031881,226692.120088,226692.151974
R324:226692.227656,0.013048,226692.227688,226692.240738
R325:226692.716184,0.097603,226692.716385,226692.813992
[#WORKER#] 1695841857.954675 Still Alive!
R326:226693.050875,0.258415,226693.050943,226693.309366
R327:226693.262327,0.033168,226693.309449,226693.342619
R328:226693.296282,0.022687,226693.342663,226693.365353
R329:226693.326797,0.019387,226693.365457,226693.384848
R330:226693.490822,0.025819,226693.490884,226693.516706
R331:226693.513451,0.001396,226693.516772,226693.518169
R332:226694.002901,0.012782,226694.002964,226694.015751
R333:226694.032175,0.104567,226694.032208,226694.136781
R334:226694.135570,0.010631,226694.136900,226694.147533
R335:226694.546972,0.007317,226694.547156,226694.554476
R336:226694.705846,0.068603,226694.705905,226694.774516
R337:226694.789309,0.034698,226694.789341,226694.824040
[#WORKER#] 1695841859.955486 Still Alive!
R338:226694.884975,0.243487,226694.885046,226695.128543
R339:226694.931703,0.021160,226695.128695,226695.149855
R340:226695.070953,0.056536,226695.149892,226695.206430
R341:226695.076899,0.139992,226695.206478,226695.346475
R342:226695.357191,0.619967,226695.357232,226695.977205
R343:226695.430684,0.074139,226695.977806,226696.051949
R344:226695.436764,0.108409,226696.052012,226696.160422
R345:226695.474175,0.039693,226696.160477,226696.200171
R346:226695.674811,0.104047,226696.200220,226696.304273
R347:226696.041818,0.005147,226696.304493,226696.309642
R348:226696.111488,0.162623,226696.309678,226696.472306
R349:226696.354091,0.114546,226696.472419,226696.586971
R350:226696.554142,0.037533,226696.587092,226696.624629
[#WORKER#] 1695841861.955602 Still Alive!
R351:226696.945188,0.035373,226696.945299,226696.980677
R352:226697.178078,0.020957,226697.178192,226697.199155
R353:226697.454416,0.005492,226697.454480,226697.459974
R354:226697.603520,0.017111,226697.603573,226697.620686
R355:226697.621388,0.014638,226697.621434,226697.636073
R356:226697.668066,0.005981,226697.668118,226697.674100
R357:226697.816372,0.290958,226697.816438,226698.107402
R358:226698.183655,0.259320,226698.183717,226698.443043
R359:226698.193325,0.029702,226698.443124,226698.472827
R360:226698.298904,0.018493,226698.472859,226698.491352
R361:226698.446352,0.064694,226698.491375,226698.556070
R362:226698.592787,0.260460,226698.592912,226698.853380
[#WORKER#] 1695841863.960804 Still Alive!
R363:226698.874558,0.087287,226698.874731,226698.962025
R364:226698.999221,0.025520,226698.999279,226699.024800
R365:226699.217173,0.100399,226699.217230,226699.317635
R366:226699.268383,0.001679,226699.317751,226699.319431
R367:226699.397257,0.042701,226699.397369,226699.440078
R368:226699.844335,0.073946,226699.844488,226699.918442
R369:226699.882929,0.036697,226699.918540,226699.955239
R370:226699.968393,0.103601,226699.968508,226700.072113
R371:226700.158378,0.031337,226700.158510,226700.189850
R372:226700.256109,0.040480,226700.256266,226700.296757
R373:226700.458725,0.142382,226700.458831,226700.601225
R374:226700.499077,0.115067,226700.601464,226700.716536
[#WORKER#] 1695841865.961462 Still Alive!
R375:226700.548952,0.186512,226700.716676,226700.903191
R376:226700.551780,0.091820,226700.903260,226700.995085
R377:226700.870747,0.110250,226700.995240,226701.105499
R378:226700.935526,0.188388,226701.105612,226701.294007
R379:226701.060356,0.029602,226701.294090,226701.323692
R380:226701.108451,0.072233,226701.323721,226701.395957
R381:226701.121153,0.094523,226701.396067,226701.490593
R382:226701.488814,0.172222,226701.490670,226701.662895
R383:226701.615107,0.133464,226701.663034,226701.796503
R384:226702.147426,0.044620,226702.147534,226702.192157
R385:226702.217827,0.002415,226702.217987,226702.220405
R386:226702.225401,0.066797,226702.225443,226702.292244
R387:226702.226278,0.123190,226702.292309,226702.415502
R388:226702.284079,0.070808,226702.415581,226702.486391
R389:226702.570068,0.008149,226702.570110,226702.578261
R390:226702.675184,0.066097,226702.675367,226702.741472
R391:226702.710597,0.004436,226702.741608,226702.746045
[#WORKER#] 1695841867.966619 Still Alive!
R392:226703.138797,0.028085,226703.138853,226703.166940
R393:226703.153563,0.094480,226703.167028,226703.261512
R394:226703.360705,0.325879,226703.360754,226703.686642
R395:226703.376994,0.018163,226703.686878,226703.705043
R396:226703.713857,0.141585,226703.713897,226703.855485
R397:226703.821620,0.000700,226703.855570,226703.856271
R398:226704.072180,0.133356,226704.072248,226704.205608
R399:226704.216291,0.255841,226704.216329,226704.472172
R400:226704.443330,0.154948,226704.472253,226704.627205
R401:226704.460315,0.010701,226704.627429,226704.638207
[#WORKER#] 1695841869.969404 Still Alive!
R402:226704.948177,0.027354,226704.948306,226704.975666
R403:226705.001843,0.009987,226705.001901,226705.011890
R404:226705.278546,0.032464,226705.278713,226705.311184
R405:226705.507600,0.277602,226705.507730,226705.785336
R406:226705.539428,0.010168,226705.785410,226705.795580
R407:226705.777928,0.186609,226705.795642,226705.982254
R408:226706.439537,0.117916,226706.439620,226706.557540
R409:226706.509265,0.056986,226706.557634,226706.614622
R410:226706.610977,0.039154,226706.614689,226706.653846
R411:226706.787987,0.013923,226706.788095,226706.802021
[#WORKER#] 1695841871.969542 Still Alive!
R412:226706.941053,0.047481,226706.941137,226706.988624
R413:226706.955254,0.107845,226706.988704,226707.096554
R414:226706.979837,0.212597,226707.096672,226707.309272
R415:226707.000118,0.023682,226707.309367,226707.333051
R416:226707.145714,0.075265,226707.333121,226707.408388
R417:226707.329711,0.286861,226707.408491,226707.695354
R418:226707.392209,0.013021,226707.695443,226707.708467
R419:226707.635934,0.072347,226707.708566,226707.780916
R420:226707.642618,0.023771,226707.780982,226707.804755
R421:226707.727592,0.017455,226707.804815,226707.822271
R422:226707.828095,0.056873,226707.828148,226707.885027
R423:226707.889565,0.104921,226707.889608,226707.994532
R424:226707.890506,0.061980,226707.994622,226708.056604
R425:226707.913039,0.151527,226708.056696,226708.208225
R426:226707.927747,0.115416,226708.208312,226708.323729
R427:226708.184718,0.201889,226708.323847,226708.525741
R428:226708.586622,0.004833,226708.586712,226708.591549
R429:226708.597511,0.019496,226708.597557,226708.617056
R430:226708.722385,0.011600,226708.722457,226708.734061
[#WORKER#] 1695841873.975906 Still Alive!
R431:226709.160683,0.090681,226709.160760,226709.251447
R432:226709.242614,0.120511,226709.251522,226709.372036
R433:226709.412254,0.052191,226709.412356,226709.464554
R434:226709.541548,0.086199,226709.541633,226709.627836
R435:226709.829714,0.025068,226709.829773,226709.854844
R436:226710.254043,0.046873,226710.254125,226710.301010
R437:226710.513644,0.010258,226710.513722,226710.523985
R438:226710.593917,0.048992,226710.593985,226710.642980
[#WORKER#] 1695841875.978028 Still Alive!
R439:226710.869014,0.272085,226710.869065,226711.141153
R440:226711.098408,0.178059,226711.141249,226711.319310
R441:226711.413928,0.100842,226711.413997,226711.514845
R442:226711.622899,0.097992,226711.622977,226711.720973
R443:226711.743987,0.086468,226711.744068,226711.830542
R444:226711.860404,0.002992,226711.860484,226711.863479
R445:226712.046241,0.091556,226712.046340,226712.137901
R446:226712.281407,0.015542,226712.281483,226712.297027
R447:226712.306434,0.150242,226712.306479,226712.456724
R448:226712.342835,0.132920,226712.456817,226712.589742
R449:226712.652840,0.109873,226712.652951,226712.762828
R450:226712.686810,0.011158,226712.762924,226712.774084
R451:226712.749479,0.010785,226712.774181,226712.784968
[#WORKER#] 1695841877.980112 Still Alive!
R452:226713.115100,0.031515,226713.115179,226713.146698
R453:226713.224107,0.033931,226713.224212,226713.258147
R454:226713.261316,0.293748,226713.261391,226713.555146
R455:226713.440057,0.070707,226713.555241,226713.625951
R456:226713.481970,0.275434,226713.626059,226713.901496
R457:226713.733259,0.034899,226713.901587,226713.936489
R458:226713.758896,0.103429,226713.936589,226714.040020
R459:226713.896192,0.026507,226714.040131,226714.066640
R460:226714.240799,0.099252,226714.240881,226714.340137
R461:226714.427701,0.167663,226714.427761,226714.595427
R462:226714.725648,0.002887,226714.725719,226714.728608
[#WORKER#] 1695841879.981686 Still Alive!
R463:226714.973109,0.096124,226714.973188,226715.069315
R464:226715.121964,0.148914,226715.122029,226715.270946
R465:226715.362556,0.007986,226715.362648,226715.370637
R466:226715.418395,0.018961,226715.418471,226715.437437
R467:226715.771887,0.044595,226715.771961,226715.816559
R468:226715.804851,0.047596,226715.816621,226715.864223
R469:226715.902440,0.010612,226715.902504,226715.913119
R470:226716.076288,0.203592,226716.076347,226716.279944
R471:226716.142055,0.011001,226716.280046,226716.291049
R472:226716.298028,0.138517,226716.298070,226716.436589
R473:226716.571241,0.045696,226716.571295,226716.616994
R474:226716.656133,0.031771,226716.656258,226716.688031
R475:226716.739768,0.007067,226716.739811,226716.746881
[#WORKER#] 1695841881.982522 Still Alive!
R476:226716.892408,0.056598,226716.892522,226716.949122
R477:226717.278885,0.112347,226717.278954,226717.391305
R478:226717.634080,0.063798,226717.634145,226717.697949
R479:226717.737084,0.025414,226717.737169,226717.762586
R480:226717.794830,0.085972,226717.794895,226717.880870
R481:226717.841987,0.013477,226717.881381,226717.894862
R482:226717.901787,0.065423,226717.901895,226717.967320
R483:226718.132564,0.021379,226718.132627,226718.154009
R484:226718.243539,0.014316,226718.243627,226718.257946
R485:226718.570010,0.020405,226718.570091,226718.590513
R486:226718.627944,0.231033,226718.628023,226718.859061
[#WORKER#] 1695841883.984667 Still Alive!
R487:226718.628471,0.165348,226718.859152,226719.024503
R488:226718.685314,0.116324,226719.024591,226719.140768
R489:226718.860572,0.004576,226719.140853,226719.145430
R490:226718.892776,0.149191,226719.145462,226719.294657
R491:226719.428139,0.197519,226719.428218,226719.625745
